@RELATION 'dataset_discretizado'

@ATTRIBUTE feature1 numeric
@ATTRIBUTE feature2 numeric
@ATTRIBUTE feature4 numeric
@ATTRIBUTE feature3 numeric
@ATTRIBUTE feature5 numeric
@ATTRIBUTE feature6 numeric
@ATTRIBUTE feature7 numeric
@ATTRIBUTE feature8 numeric
@ATTRIBUTE feature9 numeric
@ATTRIBUTE feature10 numeric
@ATTRIBUTE feature11 numeric
@ATTRIBUTE feature12 numeric
@ATTRIBUTE feature13 numeric
@ATTRIBUTE class hierarchical blues,blues/gospel,classical,classical/20th_century_classical,classical/chamber_music,classical/choral_music,classical/composed_music,classical/contemporary_classical,classical/opera,classical/symphony,country,country/americana,country/bluegrass,country/country_-_western,country/country_-_western/western_swing,country/rockabilly,easy_listening,easy_listening/easy_listening:_vocal,easy_listening/nu-jazz,easy_listening/lounge,electronic,electronic/ambient_electronic,electronic/breakcore_-_hard,electronic/chip_music,electronic/chip_music/chiptune,electronic/dance,electronic/downtempo,electronic/drum_-_bass,electronic/dubstep,electronic/dubstep/skweee,electronic/glitch,electronic/house,electronic/house/chill-out,electronic/idm,electronic/jungle,electronic/minimal_electronic,electronic/techno,electronic/techno/bigbeat,electronic/trip-hop,folk,folk/british_folk,folk/freak-folk,folk/free-folk,folk/psych-folk,folk/singer-songwriter,hip-hop,hip-hop/abstract_hip_hop,hip-hop/alternative_hip-hop,hip-hop/breakbeat,hip-hop/hip-hop_beats,hip-hop/nerdcore,hip-hop/rap,hip-hop/wonky,hip-hop/hiphop,jazz,jazz/big_band_swing,jazz/free-jazz,jazz/jazz:_out,jazz/jazz:_vocal,jazz/modern_jazz,old-time_historic,pop,pop/experimental_pop,pop/synth_pop,rock,rock/garage,rock/garage/surf,rock/goth,rock/indie-rock,rock/industrial,rock/krautrock,rock/lo-fi,rock/loud-rock,rock/loud-rock/noise-rock,rock/loud-rock/sludge,rock/metal,rock/metal/black-metal,rock/metal/death-metal,rock/metal/grindcore,rock/new_wave,rock/post-rock,rock/post-rock/space-rock,rock/progressive,rock/psych-rock,rock/punk,rock/punk/electro-punk,rock/punk/hardcore,rock/punk/thrash,rock/punk/no_wave,rock/punk/post-punk,rock/punk/power-pop,rock/rock_opera,rock/shoegaze,soul-rnb,soul-rnb/disco,soul-rnb/funk,soul-rnb/funk/deep_funk

@DATA
11,17,2,20,13,20,4,2,11,15,3,15,19,electronic/chip_music/chiptune
4,15,4,4,9,5,1,1,2,11,1,3,15,electronic/chip_music/chiptune
4,14,4,14,18,19,11,3,11,10,4,16,19,electronic/chip_music/chiptune
3,17,3,18,19,19,3,2,18,20,1,1,5,electronic/chip_music/chiptune
11,15,6,9,12,1,1,1,1,10,16,4,15,electronic/chip_music/chiptune
9,8,5,7,4,10,11,11,13,9,16,12,10,electronic/chip_music/chiptune
14,15,1,9,16,16,11,12,20,19,1,1,2,electronic/chip_music/chiptune
11,15,12,17,16,11,7,3,2,1,2,5,5,electronic/chip_music/chiptune
10,11,8,19,14,19,9,4,16,15,3,9,16,electronic/chip_music/chiptune
6,14,7,11,4,4,2,2,2,6,2,3,7,electronic/chip_music/chiptune
7,15,8,9,11,19,3,3,17,20,3,6,4,electronic/chip_music/chiptune
4,17,5,19,20,19,10,5,20,20,8,19,20,electronic/chip_music/chiptune
6,18,10,17,15,2,1,1,14,18,1,10,20,electronic/chip_music/chiptune
7,15,7,18,16,10,1,1,10,16,3,17,20,electronic/chip_music/chiptune
10,20,12,20,18,19,17,12,19,20,11,7,17,electronic/chip_music/chiptune
15,11,3,10,12,14,16,11,10,18,12,8,10,electronic/chip_music/chiptune
7,18,14,20,17,10,6,4,10,13,13,13,15,electronic/chip_music/chiptune
3,10,3,8,4,4,6,2,5,4,4,15,12,electronic/chip_music/chiptune
11,19,4,5,18,17,2,1,20,17,2,20,20,electronic/chip_music/chiptune
2,12,5,11,9,8,5,7,7,18,15,11,5,electronic/chip_music/chiptune
4,16,10,19,19,18,4,3,15,20,1,2,4,electronic/chip_music/chiptune
3,9,5,18,18,20,9,2,14,17,5,14,17,electronic/chip_music/chiptune
6,11,3,10,15,13,5,2,18,5,3,3,8,electronic/chip_music/chiptune
10,17,11,16,13,10,14,15,11,4,11,7,5,electronic/chip_music/chiptune
7,10,9,18,19,17,16,3,12,12,1,3,20,electronic/chip_music/chiptune
5,13,3,10,9,4,2,1,1,1,6,13,16,electronic/chip_music/chiptune
18,16,2,20,20,19,8,11,20,16,1,6,16,electronic/chip_music/chiptune
10,17,16,6,3,19,9,13,8,2,3,6,7,electronic/chip_music/chiptune
13,16,2,20,19,19,11,4,8,18,7,11,19,electronic/chip_music/chiptune
7,15,8,12,9,9,8,9,15,16,3,6,8,electronic/chip_music/chiptune
11,17,8,11,11,16,19,12,4,3,4,5,9,electronic/chip_music/chiptune
13,18,4,4,7,3,2,9,11,7,4,14,20,electronic/glitch
16,19,19,8,16,7,9,19,1,15,19,15,3,folk
17,19,20,6,12,3,6,18,2,8,13,13,4,folk
16,18,20,5,19,6,5,20,1,10,7,2,9,folk
14,18,20,18,18,5,6,20,8,10,6,15,4,folk
15,16,19,5,19,7,6,20,2,17,13,17,15,folk
15,19,20,10,20,8,12,14,1,11,15,6,16,folk
16,14,18,4,20,19,12,14,7,6,3,12,2,folk
18,15,15,14,15,7,2,2,4,15,3,14,17,folk
19,20,13,15,9,13,8,7,3,6,4,17,17,folk
17,18,14,13,9,17,6,10,4,15,10,20,19,folk
16,17,19,19,17,19,20,12,2,12,16,20,6,folk
18,20,18,17,16,20,11,9,15,2,1,3,17,folk
19,20,14,8,11,11,7,9,4,13,6,15,18,folk
15,20,18,19,20,20,18,12,17,15,16,20,9,folk
17,17,14,16,17,17,18,15,7,17,4,8,5,folk
18,18,17,17,5,14,11,12,6,18,7,12,5,folk
16,19,17,20,18,20,12,5,3,16,1,4,11,folk
20,20,16,12,4,6,14,4,14,4,18,18,19,folk
18,1,1,1,14,3,1,1,5,7,1,20,4,folk/singer-songwriter
14,6,12,3,12,4,1,1,1,1,1,6,2,folk/singer-songwriter
18,19,15,8,9,3,3,3,3,5,1,3,2,folk/singer-songwriter
19,13,5,7,1,4,7,10,9,16,20,15,4,folk/singer-songwriter
17,1,13,4,10,2,19,17,19,18,1,2,7,folk/singer-songwriter
17,19,18,7,20,5,17,4,6,3,1,16,1,folk/singer-songwriter
13,19,18,2,20,2,19,2,19,8,1,9,1,folk/singer-songwriter
20,16,3,13,12,13,3,9,9,13,15,17,12,electronic
7,7,20,1,20,1,20,13,17,9,6,14,1,rock/lo-fi
11,12,18,4,16,14,20,16,18,8,6,19,14,rock/punk
1,20,8,18,4,6,12,6,8,8,14,7,17,hip-hop
19,19,19,20,20,18,6,11,19,18,6,1,2,folk/singer-songwriter
9,19,9,6,3,14,2,18,11,18,6,4,9,hip-hop/alternative_hip-hop
20,16,20,20,13,7,20,18,14,18,20,17,10,electronic/idm
4,16,17,16,12,11,3,10,11,17,9,8,16,rock
18,3,9,3,11,11,6,7,1,4,4,16,9,rock/post-rock
12,10,4,6,18,18,12,10,19,20,3,4,5,electronic/chip_music/chiptune
9,16,8,14,18,13,18,15,17,18,17,18,15,electronic/chip_music/chiptune
6,16,6,11,7,3,3,18,20,14,2,8,18,electronic/chip_music/chiptune
18,17,18,16,2,1,1,7,9,3,1,6,4,folk/singer-songwriter
3,10,4,16,11,10,12,15,13,12,12,11,10,rock/punk/hardcore
2,11,4,17,9,10,12,15,7,10,13,17,16,rock/punk/hardcore
2,14,6,16,12,14,11,10,7,14,13,12,8,rock/punk/hardcore
2,9,5,16,9,11,10,12,10,6,5,10,8,rock/punk/hardcore
2,12,11,17,12,15,16,18,5,12,15,11,11,rock/punk/hardcore
3,15,4,12,11,14,14,12,7,4,3,8,6,rock/punk/hardcore
1,16,4,20,19,20,12,3,20,17,6,7,5,rock/punk/hardcore
2,10,18,11,1,20,6,3,19,4,2,20,4,rock/punk/hardcore
2,10,15,18,12,7,13,8,9,14,17,14,10,rock/punk/hardcore
1,13,6,13,15,13,9,19,4,16,12,16,9,rock/punk/hardcore
2,12,4,15,16,5,15,7,14,6,5,16,3,rock/punk/hardcore
1,5,6,18,17,4,10,16,14,14,12,14,6,rock/punk/hardcore
3,3,4,8,19,10,13,14,19,11,12,19,18,rock/punk
7,20,6,6,10,10,6,7,7,8,12,17,14,electronic/techno
4,13,5,14,17,20,16,18,15,9,13,15,8,electronic/techno
12,20,17,17,9,14,15,15,7,9,8,12,10,electronic/techno
8,20,11,13,7,7,9,12,12,11,10,15,14,electronic/techno
2,20,8,10,11,11,12,12,7,10,10,13,9,electronic/techno
9,20,4,2,6,10,12,7,2,2,6,14,11,electronic/techno
5,19,3,6,17,7,13,7,16,14,14,13,11,electronic/techno
17,19,1,2,4,10,7,4,3,7,19,20,20,electronic/glitch
10,19,8,10,9,7,12,12,18,18,13,17,16,electronic/glitch
2,20,6,8,12,12,16,17,12,13,15,11,16,electronic/glitch
2,19,15,19,15,13,9,10,8,7,7,11,6,electronic/glitch
9,18,11,19,14,6,4,8,13,12,17,20,16,rock/punk
5,18,8,10,8,13,8,9,15,9,17,9,14,hip-hop
6,18,9,14,7,3,4,2,2,8,9,10,14,hip-hop
6,11,11,13,10,15,8,8,6,10,10,11,9,hip-hop
8,17,7,14,14,7,9,3,3,8,8,4,7,hip-hop
7,17,1,16,8,18,13,5,12,18,6,17,13,hip-hop
14,18,5,14,5,11,12,5,6,14,5,14,9,hip-hop
1,14,4,20,10,9,8,2,4,8,5,7,7,hip-hop
13,20,4,18,8,9,12,4,6,8,3,7,6,hip-hop
8,20,6,15,8,12,13,3,4,12,4,7,11,hip-hop
8,18,3,15,7,18,9,6,7,14,9,10,10,hip-hop
11,18,4,16,7,5,6,2,5,10,3,8,13,hip-hop
19,20,3,16,6,10,12,17,17,15,16,10,9,pop/experimental_pop
12,20,19,19,20,16,7,14,7,7,3,14,6,rock/indie-rock
15,19,17,13,12,11,9,15,9,15,7,16,5,rock/indie-rock
15,14,6,5,1,1,3,15,13,9,2,4,3,rock/indie-rock
17,19,2,4,2,5,20,1,17,1,8,1,8,rock/indie-rock
17,18,7,9,13,8,14,17,13,8,2,7,4,rock/indie-rock
12,19,15,8,9,9,8,19,17,15,4,16,16,rock/indie-rock
17,20,19,17,3,9,1,14,14,20,5,18,19,rock/indie-rock
11,15,7,3,10,11,17,19,18,17,6,15,10,rock/indie-rock
13,17,15,16,14,8,12,14,12,18,17,18,8,rock/indie-rock
7,18,13,18,17,17,9,11,14,17,11,18,16,rock/indie-rock
14,18,13,12,19,16,18,13,3,11,2,11,2,rock/indie-rock
15,18,5,8,2,9,14,14,18,11,2,2,5,pop
17,20,15,19,10,4,1,1,3,1,2,9,8,pop
17,20,18,19,15,12,1,1,1,2,1,3,12,pop
11,15,4,13,9,5,6,12,19,2,1,9,20,pop
15,20,11,13,3,4,4,7,19,9,1,1,1,pop
16,19,9,13,7,6,2,1,4,4,6,9,10,pop
14,20,9,17,16,12,3,1,1,1,2,6,11,pop
10,19,11,14,5,14,13,8,20,16,18,20,14,pop
17,19,8,14,6,12,9,7,2,1,1,1,7,pop
13,15,2,3,4,8,5,6,7,7,4,4,10,pop
13,19,7,9,4,3,1,1,3,3,2,3,6,pop
12,8,14,18,17,20,17,6,20,14,13,9,19,pop
9,5,7,14,17,17,6,15,6,7,18,3,7,rock/punk
12,3,7,13,14,18,5,16,8,7,20,6,19,rock/punk
11,4,11,17,16,15,8,16,2,7,20,7,8,rock/punk
13,7,13,17,19,20,12,18,6,7,18,9,15,rock/punk
8,6,7,15,13,16,5,14,11,10,20,5,17,rock/punk
9,4,9,14,12,13,6,14,4,9,20,14,17,rock/punk
9,5,8,15,19,16,8,18,6,13,20,6,17,rock/punk
12,2,6,11,19,20,13,18,3,5,15,3,16,rock/punk
15,2,7,5,11,8,3,20,2,5,20,8,15,rock/punk
12,8,12,7,6,17,14,7,11,1,7,6,2,rock/punk
10,5,12,10,9,16,4,5,20,8,18,5,1,rock/punk
5,8,7,15,3,5,10,2,14,1,13,2,1,rock/punk
11,5,10,10,7,16,10,8,20,2,15,9,2,rock/punk
10,7,12,11,10,17,7,7,19,4,16,5,1,rock/punk
9,6,11,8,12,14,8,7,19,4,18,9,2,rock/punk
9,5,12,9,6,15,6,13,20,5,16,4,1,rock/punk
8,7,10,15,7,14,10,3,16,1,12,1,1,rock/punk
12,4,13,11,8,17,4,4,20,4,19,14,2,rock/punk
10,6,10,9,8,18,8,6,18,1,16,11,2,rock/punk
8,12,14,13,19,17,17,1,9,1,17,5,2,rock/punk
8,5,11,11,9,12,8,10,19,3,15,9,2,rock/punk
9,5,8,3,12,5,3,5,11,4,2,10,13,rock/punk
11,7,7,6,6,11,2,4,18,3,2,8,3,rock/punk
11,6,10,4,9,7,3,8,17,5,7,8,16,rock/punk
11,7,11,5,11,11,4,5,17,5,5,3,12,rock/punk
9,8,8,4,10,7,5,8,16,9,2,7,12,rock/punk
13,4,12,3,10,8,4,9,17,4,6,7,19,rock/punk
11,2,10,2,8,7,3,6,20,3,10,11,18,rock/punk
8,10,6,7,10,8,9,5,18,7,6,12,5,rock/punk
12,5,11,4,13,7,7,8,18,6,5,5,13,rock/punk
9,4,8,2,15,12,6,5,16,5,6,7,17,rock/punk
9,6,11,4,10,6,6,7,16,5,5,4,17,rock/punk
9,6,10,3,12,14,2,4,14,1,3,2,12,rock/punk
9,7,9,3,10,10,3,8,17,4,5,7,14,rock/punk
12,5,11,3,14,10,6,5,14,8,3,10,12,rock/punk
10,5,9,3,5,8,7,5,18,9,6,9,8,rock/punk
12,5,14,3,12,5,5,10,16,10,6,9,17,rock/punk
12,4,13,2,11,12,3,6,19,2,5,2,17,rock/punk
11,5,9,3,10,11,4,5,15,3,11,4,15,rock/punk
13,4,13,3,13,6,3,11,17,4,5,7,15,rock/punk
7,9,7,4,14,9,4,5,11,5,3,13,6,rock/punk
11,17,9,4,13,4,16,14,18,16,16,4,11,electronic/trip-hop
13,12,6,7,6,8,9,9,10,7,3,3,5,electronic/house
13,20,1,1,20,19,11,20,20,15,20,20,17,electronic/house
11,17,3,3,16,14,18,19,20,17,15,11,13,electronic/house
6,8,18,13,17,2,9,17,15,8,7,8,9,electronic/house
19,11,5,7,15,8,11,9,12,2,1,1,17,electronic/house
6,17,1,7,19,18,15,17,17,16,18,12,4,electronic/house
11,18,1,3,18,19,18,12,19,16,14,15,11,electronic/house
18,8,16,2,18,8,17,8,3,5,12,9,11,electronic/house
8,16,7,8,12,3,17,6,12,5,15,12,14,rock/indie-rock
3,5,2,5,15,6,8,10,16,16,13,15,17,rock/punk
17,13,14,13,18,6,2,13,8,7,15,15,13,electronic
11,10,3,14,18,8,14,18,15,3,3,10,7,electronic
16,11,6,15,14,8,6,12,8,7,13,12,1,electronic
16,11,6,8,17,6,4,15,19,17,7,6,6,electronic
7,13,7,16,15,18,7,13,11,9,16,18,6,electronic
13,16,1,4,13,13,3,8,6,1,5,15,12,electronic
10,17,4,13,11,5,6,3,11,19,19,19,10,electronic
18,9,4,3,17,9,5,11,20,8,12,18,10,electronic
14,20,20,15,8,3,7,9,17,19,20,20,20,electronic/downtempo
14,5,5,7,16,20,17,16,15,6,17,10,18,pop/experimental_pop
17,7,2,5,18,19,16,15,3,11,12,8,19,pop/experimental_pop
17,2,13,9,12,13,5,12,12,7,12,3,11,pop/experimental_pop
14,3,3,5,16,20,19,15,10,7,11,13,15,pop/experimental_pop
10,17,20,11,20,4,6,2,5,9,16,19,17,rock/indie-rock
8,13,19,3,17,1,5,1,4,8,18,12,15,rock/indie-rock
8,12,19,4,17,1,3,1,3,6,19,7,10,rock/indie-rock
5,15,20,5,19,2,5,1,6,11,19,9,12,rock/indie-rock
15,16,20,8,20,3,3,6,19,20,20,20,15,rock/indie-rock
6,15,20,4,19,2,6,1,7,9,18,17,14,rock/indie-rock
5,12,19,5,19,1,6,1,3,6,14,12,9,rock/indie-rock
12,13,20,13,20,1,7,1,2,3,13,14,9,rock/indie-rock
9,10,19,5,20,2,6,1,10,4,16,15,13,rock/indie-rock
6,13,20,5,20,2,7,1,9,7,19,19,15,rock/indie-rock
9,11,16,13,5,17,17,19,12,20,2,18,19,folk/singer-songwriter
9,13,7,15,17,8,11,12,8,11,8,3,13,hip-hop
12,20,18,14,13,5,15,17,16,13,4,7,3,rock/indie-rock
10,4,11,14,15,17,5,15,3,7,20,5,15,rock/punk
9,10,8,5,8,8,4,3,17,5,4,9,12,rock/punk
6,15,1,4,15,15,14,17,17,19,19,18,14,electronic/house
19,4,8,2,17,7,5,2,5,15,15,11,5,electronic
7,15,5,14,9,8,8,6,3,10,6,9,13,hip-hop
10,13,2,12,17,17,13,5,2,8,8,15,14,hip-hop
6,12,7,17,6,8,8,9,5,10,4,4,14,hip-hop
13,17,7,12,12,18,18,12,2,10,15,19,14,hip-hop
11,16,13,19,6,14,15,10,8,9,5,18,15,hip-hop
4,11,13,18,7,14,14,7,13,1,7,3,16,hip-hop
16,16,10,17,3,4,4,3,18,20,9,5,8,hip-hop
9,18,10,19,17,18,15,17,10,15,16,15,15,hip-hop
13,6,6,18,17,17,9,6,15,9,12,18,5,hip-hop
4,12,11,18,12,12,9,12,10,6,4,5,12,hip-hop
13,17,11,11,16,20,20,16,3,9,19,20,14,hip-hop
10,18,15,19,7,15,18,12,12,7,6,20,15,hip-hop
4,9,15,18,9,17,18,10,18,1,12,3,17,hip-hop
13,16,6,16,3,6,4,4,1,14,2,2,14,hip-hop
14,16,10,18,3,4,6,7,12,20,7,6,13,hip-hop
1,8,12,1,20,10,17,20,9,20,20,16,19,pop
4,7,11,1,20,11,13,20,8,20,20,17,20,pop
15,3,13,7,20,8,15,15,13,15,19,19,14,pop
4,10,12,1,20,7,10,20,11,19,17,13,19,pop
14,2,17,3,20,11,18,15,17,15,17,15,9,pop
5,8,15,3,20,10,10,18,18,20,20,15,20,pop
15,5,14,11,19,13,16,7,18,18,18,19,16,pop
1,7,11,1,20,8,11,20,8,20,20,15,20,pop
12,7,15,5,20,8,20,9,17,6,13,4,5,pop
2,5,8,1,20,4,12,20,14,19,19,14,20,pop
15,3,11,2,18,8,19,7,20,8,15,17,6,pop
7,3,19,2,9,15,18,17,17,19,19,13,19,pop
3,2,20,1,5,14,19,10,10,20,19,15,18,pop
3,2,19,1,5,11,18,8,6,19,19,12,19,pop
4,1,20,1,5,18,18,10,4,20,18,14,19,pop
3,2,20,1,3,11,17,7,6,20,19,17,19,pop
4,2,19,2,4,16,19,8,14,19,19,15,18,pop
3,1,19,1,6,15,11,18,2,20,15,5,20,pop
11,7,7,15,13,16,19,10,12,2,16,10,14,rock
8,12,9,12,13,13,19,11,14,2,14,7,13,rock
11,9,8,14,16,17,17,5,16,2,12,6,14,rock
10,12,8,12,16,16,19,8,15,1,11,3,7,rock
12,15,12,12,5,8,20,12,3,1,3,2,3,rock
10,13,8,11,16,17,19,12,15,2,14,7,12,rock
11,13,11,12,16,19,18,5,7,2,16,14,18,rock
15,10,9,15,9,14,20,11,6,1,15,11,8,rock
14,10,5,10,14,16,15,16,17,12,5,8,9,pop/synth_pop
14,13,6,13,12,11,8,8,15,13,15,15,5,pop/synth_pop
16,19,4,14,14,13,8,5,16,20,20,6,1,pop/synth_pop
8,7,2,5,3,7,7,11,6,10,10,15,11,pop/synth_pop
7,9,1,4,3,12,6,7,8,7,10,10,8,pop/synth_pop
17,4,9,3,11,6,16,11,10,14,17,16,4,pop/synth_pop
19,10,6,5,3,12,4,7,2,10,14,15,10,pop/synth_pop
17,9,13,9,10,8,16,14,6,8,16,17,6,pop/synth_pop
12,10,3,14,15,11,12,15,18,5,7,13,8,pop/synth_pop
11,9,5,7,6,10,8,5,10,8,9,11,6,pop/synth_pop
5,7,4,18,17,14,11,15,8,8,15,16,19,electronic
2,13,4,19,17,13,13,11,7,13,8,6,7,electronic
14,12,6,16,18,14,7,13,10,6,15,17,18,electronic
4,9,12,20,20,12,12,20,13,4,14,16,12,electronic
7,6,10,16,11,9,9,4,3,13,11,20,20,electronic
3,19,20,19,19,5,8,12,2,5,15,5,16,pop/experimental_pop
20,8,7,8,9,11,11,7,12,11,15,17,18,electronic/idm
19,20,8,3,8,3,8,12,9,12,13,12,7,electronic/idm
20,2,15,3,8,4,6,2,5,5,9,8,10,electronic/idm
17,5,8,4,20,20,14,14,13,8,14,17,13,electronic/idm
2,11,16,3,4,14,17,15,15,9,16,3,12,rock/punk
2,10,16,2,3,8,11,4,8,7,14,1,9,rock/punk
2,10,14,3,4,11,13,14,16,11,13,3,9,rock/punk
2,8,16,3,2,7,13,12,15,10,17,3,12,rock/punk
1,9,16,3,4,11,16,17,18,11,14,3,11,rock/punk
4,8,20,2,19,2,18,17,7,5,10,2,1,pop
9,8,17,15,18,9,17,16,3,5,5,7,1,pop
2,16,13,19,20,19,17,18,14,11,13,16,6,rock/punk/hardcore
1,16,20,20,20,15,9,20,20,3,14,15,8,rock/punk/hardcore
2,10,20,14,18,20,13,12,3,17,1,20,13,rock/punk/hardcore
9,12,4,13,11,4,5,14,15,12,10,13,2,hip-hop
7,14,15,4,4,3,3,6,3,7,11,14,4,hip-hop
6,10,2,7,11,9,3,11,5,6,9,8,2,hip-hop
11,12,8,13,4,10,13,17,16,6,15,13,2,hip-hop
8,5,2,3,4,6,8,16,6,4,3,4,4,hip-hop
16,17,15,14,9,19,9,18,8,7,1,8,16,pop
5,12,8,2,20,8,15,9,10,20,15,2,18,rock/punk
12,16,10,17,16,14,12,15,5,18,10,3,4,pop
10,12,12,19,11,13,5,16,2,19,11,9,17,pop
12,14,6,11,12,18,11,20,15,19,17,5,15,pop
9,17,7,15,6,6,8,15,3,12,7,3,6,pop
15,14,8,8,4,8,2,13,1,14,7,5,16,pop
12,11,7,9,3,6,11,18,3,15,8,11,14,pop
13,12,13,15,4,14,10,14,7,16,5,9,15,pop
14,12,10,14,13,15,6,20,8,20,19,5,17,pop
14,18,16,16,8,13,8,12,4,4,2,1,12,pop
3,9,8,8,18,6,13,18,10,19,4,16,16,rock/garage
2,10,7,8,18,4,14,19,12,18,2,13,19,rock/garage
2,10,10,8,18,6,14,19,11,19,2,13,15,rock/garage
3,5,11,4,20,5,14,18,7,19,3,13,16,rock/garage
2,10,10,10,19,9,12,16,8,18,5,10,16,rock/garage
2,8,8,4,19,8,12,18,11,18,8,11,15,rock/garage
3,10,8,6,19,6,12,18,11,18,5,6,13,rock/garage
3,10,9,4,18,8,13,18,8,18,5,10,14,rock/garage
17,20,16,12,8,9,13,2,9,4,9,12,12,classical
17,20,20,15,9,6,11,3,5,6,10,17,19,classical
13,4,19,16,20,6,19,5,19,3,15,14,18,classical
15,6,19,10,19,2,15,6,13,5,13,15,14,classical
13,18,18,14,14,4,12,3,11,7,16,12,10,classical
11,19,16,14,10,2,8,4,10,10,10,13,14,classical
1,3,14,2,20,2,8,9,19,14,4,20,8,rock/loud-rock/noise-rock
3,3,11,2,19,2,10,8,18,12,4,18,6,rock/loud-rock/noise-rock
3,4,12,3,19,3,9,14,17,9,4,17,8,rock/loud-rock/noise-rock
12,1,20,2,20,1,20,2,19,10,4,1,18,rock
12,18,7,11,12,17,9,10,8,5,14,5,3,electronic
18,7,13,11,13,9,5,10,13,8,13,17,13,pop/experimental_pop
18,6,9,10,5,4,4,3,11,4,5,8,12,pop/experimental_pop
19,16,11,10,12,10,18,20,4,8,4,17,15,pop/experimental_pop
20,10,2,15,6,13,3,12,10,20,4,19,6,pop/experimental_pop
16,12,10,15,12,12,5,11,12,4,6,12,9,pop/experimental_pop
13,8,7,9,10,9,10,12,10,5,5,18,4,pop/experimental_pop
14,10,8,7,7,9,16,19,19,5,13,17,14,pop/experimental_pop
18,4,2,7,6,5,6,5,9,4,10,9,3,pop/experimental_pop
18,14,12,17,10,9,18,18,16,3,2,5,16,pop/experimental_pop
17,8,5,9,10,13,17,19,17,6,5,18,13,pop/experimental_pop
18,8,11,11,13,12,6,2,3,4,7,13,6,pop/experimental_pop
15,3,4,20,9,19,6,4,7,16,7,3,13,rock/punk
16,1,5,20,10,17,8,7,2,11,8,5,19,rock/punk
16,2,5,20,18,19,3,2,3,11,8,2,6,rock/punk
17,1,8,16,9,15,2,9,10,9,10,1,5,rock/punk
17,1,10,20,15,18,3,2,9,10,8,3,19,rock/punk
14,2,4,18,10,12,2,3,15,18,16,10,18,rock/punk
15,1,4,15,14,20,10,12,3,13,17,7,10,rock/punk
15,2,10,16,15,18,3,4,14,16,10,1,8,rock/punk
13,2,6,14,14,20,5,3,4,19,19,2,7,rock/punk
18,4,1,15,11,8,7,6,9,8,7,15,2,electronic
8,11,4,17,18,15,5,7,10,15,19,18,9,electronic
6,10,4,10,10,10,13,10,10,9,13,10,8,electronic
16,18,9,15,13,10,10,19,19,11,10,14,16,electronic
5,6,1,18,11,1,2,6,10,17,13,3,14,electronic
4,3,11,2,14,6,12,4,16,15,12,9,5,electronic
17,12,10,16,1,4,17,16,5,1,13,18,13,electronic
20,13,1,2,13,1,9,1,1,1,1,2,7,electronic
14,3,8,12,6,13,8,9,3,8,7,13,16,electronic
8,5,15,16,15,18,10,11,13,17,15,13,10,electronic
15,5,9,14,10,19,9,7,14,9,6,12,15,electronic
10,7,12,13,18,19,3,2,9,19,19,16,5,electronic
6,7,7,15,10,17,3,10,15,16,7,19,18,electronic
10,13,11,14,6,5,6,15,14,13,12,15,8,electronic
1,12,19,6,16,9,9,10,11,10,8,10,11,electronic
2,6,18,6,13,9,5,4,4,6,6,7,5,electronic
13,13,14,8,9,20,19,19,3,1,10,20,14,electronic
3,10,5,11,4,18,8,17,18,18,15,8,7,electronic
8,5,17,16,13,14,8,13,14,10,14,12,9,electronic
13,11,15,14,8,12,1,3,3,1,2,5,4,electronic
6,5,11,11,17,11,16,16,14,11,16,7,13,rock/psych-rock
7,7,7,6,13,11,12,12,7,3,7,6,10,rock/psych-rock
6,19,14,18,9,19,7,6,18,10,7,12,13,rock/punk
7,17,10,20,5,20,6,9,17,11,10,14,16,rock/punk
13,19,16,19,3,18,3,6,9,9,6,14,12,rock/punk
12,17,14,17,7,13,6,19,19,14,15,15,15,rock/punk
4,18,9,8,8,14,15,12,19,6,14,14,17,rock/punk
9,14,17,19,17,20,16,16,17,16,14,17,15,rock/punk
3,10,12,20,17,19,8,20,19,19,18,20,15,rock/punk
13,16,18,9,10,14,4,14,14,9,12,13,14,rock/punk
10,10,15,10,12,19,19,20,19,8,14,20,20,rock/punk
5,13,16,4,6,20,12,18,20,18,17,17,6,rock/punk
10,11,14,14,14,19,10,11,18,17,13,18,17,rock/punk
11,14,15,8,10,19,9,7,16,5,10,14,19,rock/punk
9,9,9,4,7,9,18,17,7,9,9,9,4,rock/indie-rock
8,8,11,6,8,14,12,16,4,4,6,7,8,rock/indie-rock
12,19,12,3,7,12,15,17,11,5,11,4,6,rock/indie-rock
10,12,15,9,10,14,17,14,10,6,19,11,10,rock/indie-rock
18,11,11,12,11,11,19,8,2,9,3,2,1,folk
14,16,10,18,3,4,6,7,12,20,7,6,13,hip-hop
4,1,20,1,6,16,20,18,5,20,16,11,17,pop
5,10,3,8,10,14,9,5,5,6,6,9,8,pop/synth_pop
18,8,13,5,3,3,3,19,17,9,19,20,15,electronic/idm
2,15,15,18,20,16,13,13,15,12,12,11,7,rock/punk/hardcore
3,4,8,2,19,6,15,5,10,19,12,3,17,rock/punk
2,7,7,7,19,8,11,17,11,19,4,12,12,rock/garage
15,1,8,20,19,20,8,4,14,14,13,4,8,rock/punk
7,15,7,12,14,3,2,9,7,3,5,18,20,electronic
7,3,12,17,20,18,2,3,5,15,16,4,11,electronic
15,2,1,4,9,2,11,1,1,11,7,20,19,folk
17,9,13,17,13,2,20,14,1,5,10,4,12,folk
8,8,12,8,14,15,15,13,1,7,18,20,20,folk
